ncaa_id,team,player_id,name,year,hometown,high_school,previous_school,height,position,jersey,url,season
725,Army,21086,Juliette Myrick,Freshman,"St. Louis, Mo.",Eureka High School,,"6'0""",Setter,3,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/juliette-myrick/21086,2023-24
725,Army,21084,Kuranda Ruggiero,Freshman,"Griswold, Conn.",Griswold High School,,"5'8""",Setter,4,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kuranda-ruggiero/21084,2023-24
725,Army,21077,Riley Parchment,Senior,"Kensington, Md.",The Academy of the Holy Cross,,"5'8""",Libero,5,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/riley-parchment/21077,2023-24
725,Army,21065,Paige Fixemer,Senior,"Omaha, Neb.",Millard South,,"6'2""",Middle,6,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/paige-fixemer/21065,2023-24
725,Army,21062,Allanah Cutler,Senior,"Long Beach, Calif.",Long Beach Polytechnic,,"5'11""",Opposite,7,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/allanah-cutler/21062,2023-24
725,Army,21060,Ashli Alcala-Romero,Sophomore,"Honolulu, Hawaii",Maryknoll,,"5'5""",Libero,8,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/ashli-alcala-romero/21060,2023-24
725,Army,21072,Mackenzie Lynch,Sophomore,"Fletcher, N.C.",T.C. Roberson,,"6'2""",Outside,9,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/mackenzie-lynch/21072,2023-24
725,Army,21071,Alyssa  Lukasik,Senior,"Mulberry, Ind.",Clinton Prairie,,"6'1""",Middle,10,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/alyssa-lukasik/21071,2023-24
725,Army,21080,Isabella Sullivan,Senior,"San Antonio, Texas",Keystone,,"5'7""",Setter,11,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/isabella-sullivan/21080,2023-24
725,Army,21074,Brooke Middleton,Sophomore,"Fresno, Texas",St. Agnes Academy (USMAPS),,"6'1""",Middle,14,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/brooke-middleton/21074,2023-24
725,Army,21075,Chloe Murakami,Sophomore,"Chandler, Ariz.",Basha,,"6'0""",Outside,15,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/chloe-murakami/21075,2023-24
725,Army,21070,Mackenzie Karnig,Senior,"Carlsbad, Calif.",Carlsbad,,"6'0""",Outside,16,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/mackenzie-karnig/21070,2023-24
725,Army,21079,Norah Shattan,Sophomore,"New Canaan, Conn.",King School,,"5'8""",Outside,17,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/norah-shattan/21079,2023-24
725,Army,21069,Julia Johnson,Junior,"McHenry, Ill.",Huntley,,"5'10""",Outside,21,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/julia-johnson/21069,2023-24
725,Army,21076,Kai Nickerson,Senior,"Los Angeles, Calif.",Rolling Hills Preparatory,,"5'8""",Outside,22,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kai-nickerson/21076,2023-24
725,Army,21061,Savannah Bray,Senior,"Woodstock, Ga.",Etowah,,"5'10""",Outside,23,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/savannah-bray/21061,2023-24
725,Army,21083,Addy Frye,Freshman,"Zionsville, Ind.",Traders Point Christian High School,,"5'8""",Outside,24,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/addy-frye/21083,2023-24
725,Army,21082,Kingsley Wallace,Junior,"Houston, Texas",Memorial Senior,,"6'4""",Opposite,25,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kingsley-wallace/21082,2023-24
37,Auburn,18841,Madison Scheer,Sophomore,"Eureka, Mo.",Eureka,,"6'1""",Pin,1,https://www.auburntigers.com/sports/womens-volleyball/roster/madison-scheer/18841,2023-24
37,Auburn,18840,Sarah Morton,Sophomore,"Munster, Ind.",Munster,,"5'8""",Libero,2,https://www.auburntigers.com/sports/womens-volleyball/roster/sarah-morton/18840,2023-24
37,Auburn,18833,Akasha Anderson,Sophomore,"Reston, Va.",Herndon,,"6'3""",Pin,3,https://www.auburntigers.com/sports/womens-volleyball/roster/akasha-anderson/18833,2023-24
37,Auburn,18839,Fallan Lanham,Junior,"Louisville, Ky.",Mercy Academy,,"5'8""",Libero,4,https://www.auburntigers.com/sports/womens-volleyball/roster/fallan-lanham/18839,2023-24
37,Auburn,18849,Bella Bell,Senior,"Blythewood, S.C.",Blythewood,Kentucky,"6'3""",Middle,5,https://www.auburntigers.com/sports/womens-volleyball/roster/bella-bell/18849,2023-24
37,Auburn,18844,Kyla Swanson,Graduate Student,"Wahoo, Neb.",Wahoo,Illinois,"6'4""",Middle,6,https://www.auburntigers.com/sports/womens-volleyball/roster/kyla-swanson/18844,2023-24
37,Auburn,18835,Peyton Dunn,Redshirt Sophomore,"Decatur, Texas",Legend,Oklahoma,"5'11""",Setter,7,https://www.auburntigers.com/sports/womens-volleyball/roster/peyton-dunn/18835,2023-24
37,Auburn,18838,Kendal  Kemp,Sophomore,"Eagan, Minn.",Eagan,,"6'6""",Middle,8,https://www.auburntigers.com/sports/womens-volleyball/roster/kendal-kemp/18838,2023-24
37,Auburn,18843,Zoe Slaughter,Sophomore,"Honolulu, Hawaii",Moanalua,,"5'7""",Libero,9,https://www.auburntigers.com/sports/womens-volleyball/roster/zoe-slaughter/18843,2023-24
37,Auburn,18834,Jackie Barrett,Senior,"Highland, Calif.",Citrus Valley,,"6'2""",Setter,10,https://www.auburntigers.com/sports/womens-volleyball/roster/jackie-barrett/18834,2023-24
37,Auburn,18842,Jordan Sinness,Junior,"Sebring, Fla.",Sebring,,"5'9""",Setter,11,https://www.auburntigers.com/sports/womens-volleyball/roster/jordan-sinness/18842,2023-24
37,Auburn,18846,Bel Zimmerman,Sophomore,"Liberty, Mo.",Liberty North,,"6'2""",Pin,12,https://www.auburntigers.com/sports/womens-volleyball/roster/bel-zimmerman/18846,2023-24
37,Auburn,18960,Paige Thibault,Junior,"Watertown, Minn.",Watertown-Mayer,Florida International,"5'6""",Libero,13,https://www.auburntigers.com/sports/womens-volleyball/roster/paige-thibault/18960,2023-24
37,Auburn,18837,Chelsey Harmon,Senior,"Puyallup, Wash.",Gov. John R. Rogers High School,Portland,"6'3""",Middle,14,https://www.auburntigers.com/sports/womens-volleyball/roster/chelsey-harmon/18837,2023-24
37,Auburn,18845,Cassidy Tanton,Redshirt Sophomore,"Stoneville, N.C.",Dalton McMichael,,"6'0""",Pin,17,https://www.auburntigers.com/sports/womens-volleyball/roster/cassidy-tanton/18845,2023-24
37,Auburn,18848,Jasmine Okeoma,Freshman,"Woodbridge, Va.",Forest Park,,"6'3""",Middle,19,https://www.auburntigers.com/sports/womens-volleyball/roster/jasmine-okeoma/18848,2023-24
37,Auburn,18836,Sydney Handel,Sophomore,"Lee's Summit, Mo.",Lee's Summit West,,"6'0""",Libero,22,https://www.auburntigers.com/sports/womens-volleyball/roster/sydney-handel/18836,2023-24
37,Auburn,18847,Lakin Laurendine,Freshman,"Jackson, Miss.",Jackson Academy,,"6'1""",Pin,25,https://www.auburntigers.com/sports/womens-volleyball/roster/lakin-laurendine/18847,2023-24
796,Wisconsin,12065,Sydney Reed,Senior,"Glenelg, Md.",Flint Hill,,"5'6""",Libero,0,https://www.uwbadgers.com/sports/womens-volleyball/roster/sydney-reed/12065,2023-24
796,Wisconsin,12057,Joslyn Boyer,Graduate Student,"Downers Grove, Ill.",Montini Catholic,,"5'6""",Libero,1,https://www.uwbadgers.com/sports/womens-volleyball/roster/joslyn-boyer/12057,2023-24
796,Wisconsin,12059,Saige Damrow,Freshman,"Howards Grove, Wis.",Howards Grove,,"5'8""",Libero,3,https://www.uwbadgers.com/sports/womens-volleyball/roster/saige-damrow/12059,2023-24
796,Wisconsin,12062,MJ Hammill,Senior,"Greenwood, Ind.",Center Grove,,"6'2""",Setter,6,https://www.uwbadgers.com/sports/womens-volleyball/roster/mj-hammill/12062,2023-24
796,Wisconsin,12063,Gabby  McCaa,Graduate Student,"Minneapolis, Minn.",St. Louis Park,,"6'3""",Middle,7,https://www.uwbadgers.com/sports/womens-volleyball/roster/gabby-mccaa/12063,2023-24
796,Wisconsin,12058,CC Crawford,Senior,"Lansing, Kan.",Lansing,,"6'3""",Middle,9,https://www.uwbadgers.com/sports/womens-volleyball/roster/cc-crawford/12058,2023-24
796,Wisconsin,12066,Devyn Robinson,Senior,"Ankeny, Iowa",Ankeny Centennial,,"6'2""",Middle,10,https://www.uwbadgers.com/sports/womens-volleyball/roster/devyn-robinson/12066,2023-24
796,Wisconsin,12055,Izzy  Ashburn,Graduate Student,"Dayton, Minn.",Champlin Park,,"5'11""",Setter,11,https://www.uwbadgers.com/sports/womens-volleyball/roster/izzy-ashburn/12055,2023-24
796,Wisconsin,12069,Temi Thomas-Ailara,Graduate Student,"Glenwood, Ill.",Marian Catholic,,"6'2""",Outside,12,https://www.uwbadgers.com/sports/womens-volleyball/roster/temi-thomas-ailara/12069,2023-24
796,Wisconsin,12060,Sarah Franklin,Senior,"Lake Worth, Fla.",Lake Worth Christian,,"6'4""",Outside,13,https://www.uwbadgers.com/sports/womens-volleyball/roster/sarah-franklin/12060,2023-24
796,Wisconsin,12067,Anna Smrek,Junior,"Welland, Ontario",Notre Dame College School,,"6'9""",Middle,14,https://www.uwbadgers.com/sports/womens-volleyball/roster/anna-smrek/12067,2023-24
796,Wisconsin,12068,Ella Wrobel,Sophomore,"Plainfield, Ill.",Plainfield North,,"6'4""",Outside,17,https://www.uwbadgers.com/sports/womens-volleyball/roster/ella-wrobel/12068,2023-24
796,Wisconsin,12061,Gulce Guctekin,Sophomore,"Istanbul, Turkey",Kadikoy Private Atacan,,"5'5""",Libero,21,https://www.uwbadgers.com/sports/womens-volleyball/roster/gulce-guctekin/12061,2023-24
796,Wisconsin,12064,Julia Orzol,Junior,"Olsztyn, Poland",Liceum Ogolnoksztalcace Mistrzostwa Sportowego,,"6'0""",Outside,22,https://www.uwbadgers.com/sports/womens-volleyball/roster/julia-orzol/12064,2023-24
796,Wisconsin,12056,Carter Booth,Sophomore,"Denver, Colo.",Cherry Creek,,"6'7""",Middle,52,https://www.uwbadgers.com/sports/womens-volleyball/roster/carter-booth/12056,2023-24
51,Baylor,,Harley Kreck,Fr.,"Emory, Texas",Rains HS,,"6' 0""",S,1,https://baylorbears.com/sports/womens-volleyball/roster/harley-kreck/12067,2023-24
51,Baylor,,Lauren Briseño,Jr.,"San Antonio, Texas",Cornerstone Christian School,,"5' 7""",L/DS,2,https://baylorbears.com/sports/womens-volleyball/roster/lauren-brisentildeo/12053,2023-24
51,Baylor,,Averi Carlson,So.,"Lucas, Texas",Lovejoy HS,,"5' 11""",S,3,https://baylorbears.com/sports/womens-volleyball/roster/averi-carlson/12054,2023-24
51,Baylor,,Allie Sczech,So.,"Sugarland, Texas",George Ranch HS,,"6' 4""",OPP,4,https://baylorbears.com/sports/womens-volleyball/roster/allie-sczech/12061,2023-24
51,Baylor,,Kyndal Stowers,Fr.,"Denton, Texas",Guyer HS,,"5' 11""",OH,5,https://baylorbears.com/sports/womens-volleyball/roster/kyndal-stowers/12064,2023-24
51,Baylor,,Faith Lynch,Jr.,"Magnolia, Texas",Magnolia HS,,"5' 7""",DS,6,https://baylorbears.com/sports/womens-volleyball/roster/faith-lynch/12059,2023-24
51,Baylor,,Victoria Davis,Fr.,"Santa Clarita, Calif.",West Ranch HS,,"6' 2""",MB,7,https://baylorbears.com/sports/womens-volleyball/roster/victoria-davis/12066,2023-24
51,Baylor,,Brianna Denney,So.,"San Marcos, Calif.",Santa Fe Christian School,,"5' 11""",S,8,https://baylorbears.com/sports/womens-volleyball/roster/brianna-denney/12056,2023-24
51,Baylor,,Ava Grace Haggard,Jr.,"Prosper, Texas",McKinney Christian Academy,,"6' 1""",MB,9,https://baylorbears.com/sports/womens-volleyball/roster/ava-grace-haggard/12057,2023-24
51,Baylor,,Sophia Keene,So.,"The Woodlands, Texas",Concordia Lutheran HS,,"6' 2""",OH,10,https://baylorbears.com/sports/womens-volleyball/roster/sophia-keene/12058,2023-24
51,Baylor,,Kendal Murphy,Fr.,"Scottsdale, Ariz.",Horizon HS,,"6' 3""",OH,11,https://baylorbears.com/sports/womens-volleyball/roster/kendal-murphy/12069,2023-24
51,Baylor,,Joya Screen,Fr.,"Dacula, Ga.",North Gwinnett HS,,"6' 3""",MB/OPP,12,https://baylorbears.com/sports/womens-volleyball/roster/joya-screen/12065,2023-24
51,Baylor,,Riley Simpson,R-So.,"Colorado Springs, Colo.",Rampart HS,,"6' 4""",OH/OPP,13,https://baylorbears.com/sports/womens-volleyball/roster/riley-simpson/12062,2023-24
51,Baylor,,Alexis Dacosta,So.,"Katy, Texas",Fulshear HS,,"5' 11""",DS,15,https://baylorbears.com/sports/womens-volleyball/roster/alexis-dacosta/12055,2023-24
51,Baylor,,Alicia Andrew,R-So.,"Ridgefield, Wash.",Ridgefield HS,,"6' 3""",MB,18,https://baylorbears.com/sports/womens-volleyball/roster/alicia-andrew/12052,2023-24
51,Baylor,,Manuela Bibinbe,Jr.,"Yaounde, Cameroon",Lycée d'Etoug-Ebe,Missouri State West Plains,"6' 3""",MB,20,https://baylorbears.com/sports/womens-volleyball/roster/manuela-bibinbe/12063,2023-24
51,Baylor,,Elise McGhee,Jr.,"San Antonio, Texas",Clark HS,,"6' 4""",OH,21,https://baylorbears.com/sports/womens-volleyball/roster/elise-mcghee/12060,2023-24
51,Baylor,,Tehani Ulufatu,Fr.,"San Francisco, Calif.",Marin Catholic HS,,"5' 5""",L/DS,26,https://baylorbears.com/sports/womens-volleyball/roster/tehani-ulufatu/12068,2023-24
52,Bellarmine,8330,Natalie Bland,Freshman,"Aiken, SC",Aiken,,"5'10""",Outside,2,https://www.bellarmine.edu/sports/womens-volleyball/roster/natalie-bland/8330,2023-24
52,Bellarmine,8319,Gabby Brissett,Sophomore,"Coral Springs, FL",Calvary Christian Academy,,"5'10""",Right,3,https://www.bellarmine.edu/sports/womens-volleyball/roster/gabby-brissett/8319,2023-24
52,Bellarmine,8321,Macie Garrison,Senior,"Sellersburg, IN",Silver Creek,Jacksonville State,"5'9""",Setter,4,https://www.bellarmine.edu/sports/womens-volleyball/roster/macie-garrison/8321,2023-24
52,Bellarmine,8313,Anna Lococo,Senior,"Louisville, KY",Sacred Heart,,"5'5""",Defensive,5,https://www.bellarmine.edu/sports/womens-volleyball/roster/anna-lococo/8313,2023-24
52,Bellarmine,8331,Anna Purichia,Junior,"New Albany, IN",Providence,Eastern Kentucky,"5'10""",Outside,6,https://www.bellarmine.edu/sports/womens-volleyball/roster/anna-purichia/8331,2023-24
52,Bellarmine,8311,Jayda Harris,Junior,"Benton, KY",McCracken County,U.S. Military Academy,"6'2""",Middle,8,https://www.bellarmine.edu/sports/womens-volleyball/roster/jayda-harris/8311,2023-24
52,Bellarmine,8332,Maddie Hagan,Freshman,"Louisville, KY",Mercy,,"6'1""",Outside/Right,9,https://www.bellarmine.edu/sports/womens-volleyball/roster/maddie-hagan/8332,2023-24
52,Bellarmine,8317,Bailey Venard,Senior,"Cincinnati, OH",St. Ursula,,"5'10""",Outside,11,https://www.bellarmine.edu/sports/womens-volleyball/roster/bailey-venard/8317,2023-24
52,Bellarmine,8327,Kylie VanHoy,Sophomore,"Loogootee, IN",Loogootee,,"5'10""",Setter/Opposite,12,https://www.bellarmine.edu/sports/womens-volleyball/roster/kylie-vanhoy/8327,2023-24
52,Bellarmine,8318,Hallie Westmeyer,Junior,"Troy, OH",Troy High School,,"6'0""",Middle,13,https://www.bellarmine.edu/sports/womens-volleyball/roster/hallie-westmeyer/8318,2023-24
52,Bellarmine,8309,Morgan Caba,Sophomore,"Georgetown, KY",Great Crossing,,"5'6""",Defensive,17,https://www.bellarmine.edu/sports/womens-volleyball/roster/morgan-caba/8309,2023-24
52,Bellarmine,8315,Ashley Nordmann,Junior,"DeWitt, MI",Lansing Christian High School,,"6'0""",Middle,18,https://www.bellarmine.edu/sports/womens-volleyball/roster/ashley-nordmann/8315,2023-24
52,Bellarmine,8325,Tessa Nauert,Sophomore,"Louisville, KY",Whitefield Academy,,"5'4""",Defensive,19,https://www.bellarmine.edu/sports/womens-volleyball/roster/tessa-nauert/8325,2023-24
52,Bellarmine,8333,MaryAnn O'Toole,Graduate Student,"Louisville, KY",Assumption,Xavier,"6'0""",Outside,21,https://www.bellarmine.edu/sports/womens-volleyball/roster/maryann-o-toole/8333,2023-24
52,Bellarmine,8323,Emma Keeter,Team Impact,"Louisville, KY",Farnsley Middle School,,"4'6""",Defensive,22,https://www.bellarmine.edu/sports/womens-volleyball/roster/emma-keeter/8323,2023-24
52,Bellarmine,8334,Jess Schmidt,Freshman,"Glen Ellyn, IL",St. Francis,,"6'5""",Middle,23,https://www.bellarmine.edu/sports/womens-volleyball/roster/jess-schmidt/8334,2023-24
52,Bellarmine,8335,Mara Perry,Senior,"Muncie, IN","Indiana Academy for Science, Mathematics, and Humanities",Virginia Tech,"5'9""",Defensive,24,https://www.bellarmine.edu/sports/womens-volleyball/roster/mara-perry/8335,2023-24
67,Boston College,17118,Grace Penn,Senior,"Manhattan Beach, Calif.",Notre Dame,,"5'10""",Setter,1,https://www.bceagles.com/sports/womens-volleyball/roster/grace-penn/17118,2023-24
