ncaa_id,team,player_id,name,year,hometown,high_school,previous_school,height,position,jersey,url,season
697,Texas A&M,11474,Caroline Meuth,Graduate Student,"San Antonio, Texas",Winston Churchill,Notre Dame,"5'11""",Outside,16,https://www.12thman.com/sports/womens-volleyball/roster/caroline-meuth/11474,2023
697,Texas A&M,11961,Morgan Perkins,Sophomore,"Rosharon, Texas",Episcopal,Oklahoma,"6'1""",Middle,21,https://www.12thman.com/sports/womens-volleyball/roster/morgan-perkins/11961,2023
697,Texas A&M,11962,Alayna Pearson,Freshman,"Overland Park, Kan.",Blue Valley Northwest,NA,"5'6""",Libero/Defensive,24,https://www.12thman.com/sports/womens-volleyball/roster/alayna-pearson/11962,2023
8,Alabama,9508,Micah Gryniewicz,Sophomore,"Chandler, Ariz.",Hamilton HS,NA,"6'1""",Outside,1,https://www.rolltide.com/sports/womens-volleyball/roster/micah-gryniewicz/9508,2023
8,Alabama,9515,Callie Kieffer,Freshman,"Prosper, Texas",Prosper HS,NA,"5'10""",Setter,2,https://www.rolltide.com/sports/womens-volleyball/roster/callie-kieffer/9515,2023
8,Alabama,9516,Allison Berent,Freshman,"Rochester Hills, Mich.",Notre Dame Prepatory,NA,"5'7""",Libero/Defensive,3,https://www.rolltide.com/sports/womens-volleyball/roster/allison-berent/9516,2023
8,Alabama,9517,Jordyn Towns,Freshman,"Loganville, Ga.",Loganville Christian Academy,NA,"6'6""",Middle,4,https://www.rolltide.com/sports/womens-volleyball/roster/jordyn-towns/9517,2023
8,Alabama,9507,Sydney Gholson,Junior,"Keller, Texas",Keller HS,NA,"5'5""",Libero/Defensive,5,https://www.rolltide.com/sports/womens-volleyball/roster/sydney-gholson/9507,2023
8,Alabama,9512,Victoria Schmer,Senior,"Chelsea, Ala.",Chelsea HS,NA,"5'4""",L/DS,7,https://www.rolltide.com/sports/womens-volleyball/roster/victoria-schmer/9512,2023
8,Alabama,9509,Sami Jacobs,Junior,"Prosper, Texas",Prosper HS,NA,"6'0""",Outside,9,https://www.rolltide.com/sports/womens-volleyball/roster/sami-jacobs/9509,2023
8,Alabama,9510,Malia Moore,Junior,"Mills River, N.C.",West Henderson HS,NA,"5'8""",Defensive,10,https://www.rolltide.com/sports/womens-volleyball/roster/malia-moore/9510,2023
8,Alabama,9518,Kaleigh Palmer,Freshman,"Wapakoneta, Ohio",Wapakoneta HS,NA,"6'4""",Outside,11,https://www.rolltide.com/sports/womens-volleyball/roster/kaleigh-palmer/9518,2023
8,Alabama,9521,Gabbi LeBlanc,Freshman,"Phoenix, Ariz.",Desert Vista HS,NA,"5'8""",Setter,12,https://www.rolltide.com/sports/womens-volleyball/roster/gabbi-leblanc/9521,2023
8,Alabama,9513,Alyiah Wells,Graduate Student,"Memphis, Tenn.",Briarcrest Christian School,NA,"6'2""",Middle,13,https://www.rolltide.com/sports/womens-volleyball/roster/alyiah-wells/9513,2023
8,Alabama,9519,Lily Hopkins,Freshman,"Tomball, Texas",Tomball HS,NA,"5'6""",Libero/Defensive,15,https://www.rolltide.com/sports/womens-volleyball/roster/lily-hopkins/9519,2023
8,Alabama,9511,Kendyl Reaugh,Senior,"Highland Park, Texas",Highland Park HS,NA,"6'3""",OH,19,https://www.rolltide.com/sports/womens-volleyball/roster/kendyl-reaugh/9511,2023
8,Alabama,9514,Francesca Bertucci,Junior,"Chicago, Ill.",De La Salle HS,Northern Illinois,"5'5""",Libero/Defensive,21,https://www.rolltide.com/sports/womens-volleyball/roster/francesca-bertucci/9514,2023
8,Alabama,9520,Kyla Dunaway,Freshman,"Kimberly, Wisc.",Kimberly HS,NA,"6'4""",Outside,22,https://www.rolltide.com/sports/womens-volleyball/roster/kyla-dunaway/9520,2023
8,Alabama,9506,Chaise Campbell,Senior,"St. Petersburg, Fla.",Shorecrest Prepatory School,NA,"6'3""",MB,23,https://www.rolltide.com/sports/womens-volleyball/roster/chaise-campbell/9506,2023
29,Arizona,15420,Sydnie Vanek,Freshman,"Clovis, Calif.",Clovis H.S.,NA,"6'0""",Outside,1,https://www.arizonawildcats.com/sports/womens-volleyball/roster/sydnie-vanek/15420,2023
29,Arizona,15240,Sofia Maldonado Diaz,Senior,"Guadalajara, Jalisco, Mexico",Cervantes Loma Bonita,NA,"6'0""",Outside,2,https://www.arizonawildcats.com/sports/womens-volleyball/roster/sofia-maldonado-diaz/15240,2023
29,Arizona,15421,Ania Swartzendruber,Freshman,"Parker, Colo.",Legend H.S.,NA,"5'9""",Libero/Defensive,3,https://www.arizonawildcats.com/sports/womens-volleyball/roster/ania-swartzendruber/15421,2023
29,Arizona,15247,Kasen Rosenthal,Sophomore,"Austin, Texas",Austin H.S.,UConn,"6'0""",Setter,4,https://www.arizonawildcats.com/sports/womens-volleyball/roster/kasen-rosenthal/15247,2023
29,Arizona,15422,Jordan Wilson,Sophomore,"Gilbert, Ariz.",Hamilton H.S.,USC,"6'0""",Outside,5,https://www.arizonawildcats.com/sports/womens-volleyball/roster/jordan-wilson/15422,2023
29,Arizona,15423,Tess Fuqua,Freshman,"Las Cruces, N.M.",Centennial H.S.,NA,"6'0""",Outside,6,https://www.arizonawildcats.com/sports/womens-volleyball/roster/tess-fuqua/15423,2023
29,Arizona,15237,Ana Heath,Sophomore,"Murphy, Texas",Wylie H.S.,NA,"5'10""",Setter,7,https://www.arizonawildcats.com/sports/womens-volleyball/roster/ana-heath/15237,2023
29,Arizona,15245,Haven Wray,Junior,"Peoria, Ariz.",Sunrise Mountain H.S.,NA,"5'6""",Libero/Defensive,8,https://www.arizonawildcats.com/sports/womens-volleyball/roster/haven-wray/15245,2023
29,Arizona,15238,Jaelyn Hodge,Senior,"Queen Creek, Ariz.",Basha H.S.,NA,"6'0""",Outside,11,https://www.arizonawildcats.com/sports/womens-volleyball/roster/jaelyn-hodge/15238,2023
29,Arizona,15236,Joy Galles,Senior,"Truckee, Calif.",Tahoe Truckee H.S.,NA,"5'5""",Defensive,12,https://www.arizonawildcats.com/sports/womens-volleyball/roster/joy-galles/15236,2023
29,Arizona,15244,Ava Tortorello,Junior,"Chicago, Ill.",Latin School of Chicago,NA,"5'8""",Defensive,14,https://www.arizonawildcats.com/sports/womens-volleyball/roster/ava-tortorello/15244,2023
29,Arizona,15429,Giorgia Mandotti,Freshman,"Milan, Italy",Liceo Virgilio Milano,NA,"5'7""",Libero/Defensive,15,https://www.arizonawildcats.com/sports/womens-volleyball/roster/giorgia-mandotti/15429,2023
29,Arizona,15246,Kylie Wong,Sophomore,"Chandler, Ariz.",NA,Chandler-Gilbert CC,"5'6""",Defensive,16,https://www.arizonawildcats.com/sports/womens-volleyball/roster/kylie-wong/15246,2023
29,Arizona,15426,Kenzie Schoenhardt,Freshman,"Gilbert, Ariz.",Gilbert H.S.,NA,"5'9""",Libero/Defensive,20,https://www.arizonawildcats.com/sports/womens-volleyball/roster/kenzie-schoenhardt/15426,2023
29,Arizona,15235,Nicole Briggs,Junior,"Chino, Calif.",Don Antonio Lugo H.S.,NA,"6'2""",Middle,22,https://www.arizonawildcats.com/sports/womens-volleyball/roster/nicole-briggs/15235,2023
29,Arizona,15427,Laura Detweiler,Freshman,"Purcellville, Va.",Woodgrove H.S.,NA,"5'8""",Libero/Defensive,23,https://www.arizonawildcats.com/sports/womens-volleyball/roster/laura-detweiler/15427,2023
29,Arizona,15239,Alayna Johnson,Junior,"Worthington, Ohio",Thomas Worthington H.S.,NA,"6'3""",Middle,32,https://www.arizonawildcats.com/sports/womens-volleyball/roster/alayna-johnson/15239,2023
29,Arizona,15428,Journey Tucker,Freshman,"Buckeye, Ariz.",Verrado H.S.,NA,"6'2""",Middle,35,https://www.arizonawildcats.com/sports/womens-volleyball/roster/journey-tucker/15428,2023
725,Army,21064,Diana Ethridge,Junior,"Chandler, Ariz.",Hamilton,NA,"5'10""",Setter,1,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/diana-ethridge/21064,2023
725,Army,21085,Ellia Sechrist,Freshman,White Lake Mich.,Walled Lake Central (USMAPS),NA,"6'0""",Outside,2,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/ellia-sechrist/21085,2023
725,Army,21086,Juliette Myrick,Freshman,"St. Louis, Mo.",Eureka High School,NA,"6'0""",Setter,3,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/juliette-myrick/21086,2023
725,Army,21084,Kuranda Ruggiero,Freshman,"Griswold, Conn.",Griswold High School,NA,"5'8""",Setter,4,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kuranda-ruggiero/21084,2023
725,Army,21077,Riley Parchment,Senior,"Kensington, Md.",The Academy of the Holy Cross,NA,"5'8""",Libero,5,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/riley-parchment/21077,2023
725,Army,21065,Paige Fixemer,Senior,"Omaha, Neb.",Millard South,NA,"6'2""",Middle,6,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/paige-fixemer/21065,2023
725,Army,21062,Allanah Cutler,Senior,"Long Beach, Calif.",Long Beach Polytechnic,NA,"5'11""",Opposite,7,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/allanah-cutler/21062,2023
725,Army,21060,Ashli Alcala-Romero,Sophomore,"Honolulu, Hawaii",Maryknoll,NA,"5'5""",Libero,8,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/ashli-alcala-romero/21060,2023
725,Army,21072,Mackenzie Lynch,Sophomore,"Fletcher, N.C.",T.C. Roberson,NA,"6'2""",Outside,9,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/mackenzie-lynch/21072,2023
725,Army,21071,Alyssa Lukasik,Senior,"Mulberry, Ind.",Clinton Prairie,NA,"6'1""",Middle,10,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/alyssa-lukasik/21071,2023
725,Army,21080,Isabella Sullivan,Senior,"San Antonio, Texas",Keystone,NA,"5'7""",Setter,11,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/isabella-sullivan/21080,2023
725,Army,21074,Brooke Middleton,Sophomore,"Fresno, Texas",St. Agnes Academy (USMAPS),NA,"6'1""",Middle,14,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/brooke-middleton/21074,2023
725,Army,21075,Chloe Murakami,Sophomore,"Chandler, Ariz.",Basha,NA,"6'0""",Outside,15,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/chloe-murakami/21075,2023
725,Army,21070,Mackenzie Karnig,Senior,"Carlsbad, Calif.",Carlsbad,NA,"6'0""",Outside,16,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/mackenzie-karnig/21070,2023
725,Army,21079,Norah Shattan,Sophomore,"New Canaan, Conn.",King School,NA,"5'8""",Outside,17,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/norah-shattan/21079,2023
725,Army,21069,Julia Johnson,Junior,"McHenry, Ill.",Huntley,NA,"5'10""",Outside,21,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/julia-johnson/21069,2023
725,Army,21076,Kai Nickerson,Senior,"Los Angeles, Calif.",Rolling Hills Preparatory,NA,"5'8""",Outside,22,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kai-nickerson/21076,2023
725,Army,21061,Savannah Bray,Senior,"Woodstock, Ga.",Etowah,NA,"5'10""",Outside,23,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/savannah-bray/21061,2023
725,Army,21083,Addy Frye,Freshman,"Zionsville, Ind.",Traders Point Christian High School,NA,"5'8""",Outside,24,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/addy-frye/21083,2023
725,Army,21082,Kingsley Wallace,Junior,"Houston, Texas",Memorial Senior,NA,"6'4""",Opposite,25,https://www.goarmywestpoint.com/sports/womens-volleyball/roster/kingsley-wallace/21082,2023
37,Auburn,18841,Madison Scheer,Sophomore,"Eureka, Mo.",Eureka,NA,"6'1""",Pin,1,https://www.auburntigers.com/sports/womens-volleyball/roster/madison-scheer/18841,2023
37,Auburn,18840,Sarah Morton,Sophomore,"Munster, Ind.",Munster,NA,"5'8""",Libero,2,https://www.auburntigers.com/sports/womens-volleyball/roster/sarah-morton/18840,2023
37,Auburn,18833,Akasha Anderson,Sophomore,"Reston, Va.",Herndon,NA,"6'3""",Pin,3,https://www.auburntigers.com/sports/womens-volleyball/roster/akasha-anderson/18833,2023
37,Auburn,18839,Fallan Lanham,Junior,"Louisville, Ky.",Mercy Academy,NA,"5'8""",Libero,4,https://www.auburntigers.com/sports/womens-volleyball/roster/fallan-lanham/18839,2023
37,Auburn,18849,Bella Bell,Senior,"Blythewood, S.C.",Blythewood,Kentucky,"6'3""",Middle,5,https://www.auburntigers.com/sports/womens-volleyball/roster/bella-bell/18849,2023
37,Auburn,18844,Kyla Swanson,Graduate Student,"Wahoo, Neb.",Wahoo,Illinois,"6'4""",Middle,6,https://www.auburntigers.com/sports/womens-volleyball/roster/kyla-swanson/18844,2023
37,Auburn,18835,Peyton Dunn,Redshirt Sophomore,"Decatur, Texas",Legend,Oklahoma,"5'11""",Setter,7,https://www.auburntigers.com/sports/womens-volleyball/roster/peyton-dunn/18835,2023
37,Auburn,18838,Kendal Kemp,Sophomore,"Eagan, Minn.",Eagan,NA,"6'6""",Middle,8,https://www.auburntigers.com/sports/womens-volleyball/roster/kendal-kemp/18838,2023
37,Auburn,18843,Zoe Slaughter,Sophomore,"Honolulu, Hawaii",Moanalua,NA,"5'7""",Libero,9,https://www.auburntigers.com/sports/womens-volleyball/roster/zoe-slaughter/18843,2023
37,Auburn,18834,Jackie Barrett,Senior,"Highland, Calif.",Citrus Valley,NA,"6'2""",Setter,10,https://www.auburntigers.com/sports/womens-volleyball/roster/jackie-barrett/18834,2023
37,Auburn,18842,Jordan Sinness,Junior,"Sebring, Fla.",Sebring,NA,"5'9""",Setter,11,https://www.auburntigers.com/sports/womens-volleyball/roster/jordan-sinness/18842,2023
37,Auburn,18846,Bel Zimmerman,Sophomore,"Liberty, Mo.",Liberty North,NA,"6'2""",Pin,12,https://www.auburntigers.com/sports/womens-volleyball/roster/bel-zimmerman/18846,2023
37,Auburn,18960,Paige Thibault,Junior,"Watertown, Minn.",Watertown-Mayer,Florida International,"5'6""",Libero,13,https://www.auburntigers.com/sports/womens-volleyball/roster/paige-thibault/18960,2023
37,Auburn,18837,Chelsey Harmon,Senior,"Puyallup, Wash.",Gov. John R. Rogers High School,Portland,"6'3""",Middle,14,https://www.auburntigers.com/sports/womens-volleyball/roster/chelsey-harmon/18837,2023
37,Auburn,18845,Cassidy Tanton,Redshirt Sophomore,"Stoneville, N.C.",Dalton McMichael,NA,"6'0""",Pin,17,https://www.auburntigers.com/sports/womens-volleyball/roster/cassidy-tanton/18845,2023
37,Auburn,18848,Jasmine Okeoma,Freshman,"Woodbridge, Va.",Forest Park,NA,"6'3""",Middle,19,https://www.auburntigers.com/sports/womens-volleyball/roster/jasmine-okeoma/18848,2023
37,Auburn,18836,Sydney Handel,Sophomore,"Lee's Summit, Mo.",Lee's Summit West,NA,"6'0""",Libero,22,https://www.auburntigers.com/sports/womens-volleyball/roster/sydney-handel/18836,2023
37,Auburn,18847,Lakin Laurendine,Freshman,"Jackson, Miss.",Jackson Academy,NA,"6'1""",Pin,25,https://www.auburntigers.com/sports/womens-volleyball/roster/lakin-laurendine/18847,2023
796,Wisconsin,12065,Sydney Reed,Senior,"Glenelg, Md.",Flint Hill,NA,"5'6""",Libero,0,https://www.uwbadgers.com/sports/womens-volleyball/roster/sydney-reed/12065,2023
796,Wisconsin,12057,Joslyn Boyer,Graduate Student,"Downers Grove, Ill.",Montini Catholic,NA,"5'6""",Libero,1,https://www.uwbadgers.com/sports/womens-volleyball/roster/joslyn-boyer/12057,2023
796,Wisconsin,12059,Saige Damrow,Freshman,"Howards Grove, Wis.",Howards Grove,NA,"5'8""",Libero,3,https://www.uwbadgers.com/sports/womens-volleyball/roster/saige-damrow/12059,2023
796,Wisconsin,12062,MJ Hammill,Senior,"Greenwood, Ind.",Center Grove,NA,"6'2""",Setter,6,https://www.uwbadgers.com/sports/womens-volleyball/roster/mj-hammill/12062,2023
796,Wisconsin,12063,Gabby McCaa,Graduate Student,"Minneapolis, Minn.",St. Louis Park,NA,"6'3""",Middle,7,https://www.uwbadgers.com/sports/womens-volleyball/roster/gabby-mccaa/12063,2023
796,Wisconsin,12058,CC Crawford,Senior,"Lansing, Kan.",Lansing,NA,"6'3""",Middle,9,https://www.uwbadgers.com/sports/womens-volleyball/roster/cc-crawford/12058,2023
796,Wisconsin,12066,Devyn Robinson,Senior,"Ankeny, Iowa",Ankeny Centennial,NA,"6'2""",Middle,10,https://www.uwbadgers.com/sports/womens-volleyball/roster/devyn-robinson/12066,2023
796,Wisconsin,12055,Izzy Ashburn,Graduate Student,"Dayton, Minn.",Champlin Park,NA,"5'11""",Setter,11,https://www.uwbadgers.com/sports/womens-volleyball/roster/izzy-ashburn/12055,2023
796,Wisconsin,12069,Temi Thomas-Ailara,Graduate Student,"Glenwood, Ill.",Marian Catholic,NA,"6'2""",Outside,12,https://www.uwbadgers.com/sports/womens-volleyball/roster/temi-thomas-ailara/12069,2023
796,Wisconsin,12060,Sarah Franklin,Senior,"Lake Worth, Fla.",Lake Worth Christian,NA,"6'4""",Outside,13,https://www.uwbadgers.com/sports/womens-volleyball/roster/sarah-franklin/12060,2023
796,Wisconsin,12067,Anna Smrek,Junior,"Welland, Ontario",Notre Dame College School,NA,"6'9""",Middle,14,https://www.uwbadgers.com/sports/womens-volleyball/roster/anna-smrek/12067,2023
796,Wisconsin,12068,Ella Wrobel,Sophomore,"Plainfield, Ill.",Plainfield North,NA,"6'4""",Outside,17,https://www.uwbadgers.com/sports/womens-volleyball/roster/ella-wrobel/12068,2023
796,Wisconsin,12061,Gulce Guctekin,Sophomore,"Istanbul, Turkey",Kadikoy Private Atacan,NA,"5'5""",Libero,21,https://www.uwbadgers.com/sports/womens-volleyball/roster/gulce-guctekin/12061,2023
796,Wisconsin,12064,Julia Orzol,Junior,"Olsztyn, Poland",Liceum Ogolnoksztalcace Mistrzostwa Sportowego,NA,"6'0""",Outside,22,https://www.uwbadgers.com/sports/womens-volleyball/roster/julia-orzol/12064,2023
796,Wisconsin,12056,Carter Booth,Sophomore,"Denver, Colo.",Cherry Creek,NA,"6'7""",Middle,52,https://www.uwbadgers.com/sports/womens-volleyball/roster/carter-booth/12056,2023
51,Baylor,NA,Harley Kreck,Fr.,"Emory, Texas",Rains HS,NA,"6' 0""",S,1,https://baylorbears.com/sports/womens-volleyball/roster/harley-kreck/12067,2023
51,Baylor,NA,Lauren Briseño,Jr.,"San Antonio, Texas",Cornerstone Christian School,NA,"5' 7""",L/DS,2,https://baylorbears.com/sports/womens-volleyball/roster/lauren-brisentildeo/12053,2023
51,Baylor,NA,Averi Carlson,So.,"Lucas, Texas",Lovejoy HS,NA,"5' 11""",S,3,https://baylorbears.com/sports/womens-volleyball/roster/averi-carlson/12054,2023
51,Baylor,NA,Allie Sczech,So.,"Sugarland, Texas",George Ranch HS,NA,"6' 4""",OPP,4,https://baylorbears.com/sports/womens-volleyball/roster/allie-sczech/12061,2023
51,Baylor,NA,Kyndal Stowers,Fr.,"Denton, Texas",Guyer HS,NA,"5' 11""",OH,5,https://baylorbears.com/sports/womens-volleyball/roster/kyndal-stowers/12064,2023
51,Baylor,NA,Faith Lynch,Jr.,"Magnolia, Texas",Magnolia HS,NA,"5' 7""",DS,6,https://baylorbears.com/sports/womens-volleyball/roster/faith-lynch/12059,2023
51,Baylor,NA,Victoria Davis,Fr.,"Santa Clarita, Calif.",West Ranch HS,NA,"6' 2""",MB,7,https://baylorbears.com/sports/womens-volleyball/roster/victoria-davis/12066,2023
51,Baylor,NA,Brianna Denney,So.,"San Marcos, Calif.",Santa Fe Christian School,NA,"5' 11""",S,8,https://baylorbears.com/sports/womens-volleyball/roster/brianna-denney/12056,2023
51,Baylor,NA,Ava Grace Haggard,Jr.,"Prosper, Texas",McKinney Christian Academy,NA,"6' 1""",MB,9,https://baylorbears.com/sports/womens-volleyball/roster/ava-grace-haggard/12057,2023
51,Baylor,NA,Sophia Keene,So.,"The Woodlands, Texas",Concordia Lutheran HS,NA,"6' 2""",OH,10,https://baylorbears.com/sports/womens-volleyball/roster/sophia-keene/12058,2023
51,Baylor,NA,Kendal Murphy,Fr.,"Scottsdale, Ariz.",Horizon HS,NA,"6' 3""",OH,11,https://baylorbears.com/sports/womens-volleyball/roster/kendal-murphy/12069,2023
51,Baylor,NA,Joya Screen,Fr.,"Dacula, Ga.",North Gwinnett HS,NA,"6' 3""",MB/OPP,12,https://baylorbears.com/sports/womens-volleyball/roster/joya-screen/12065,2023
51,Baylor,NA,Riley Simpson,R-So.,"Colorado Springs, Colo.",Rampart HS,NA,"6' 4""",OH/OPP,13,https://baylorbears.com/sports/womens-volleyball/roster/riley-simpson/12062,2023
51,Baylor,NA,Alexis Dacosta,So.,"Katy, Texas",Fulshear HS,NA,"5' 11""",DS,15,https://baylorbears.com/sports/womens-volleyball/roster/alexis-dacosta/12055,2023
51,Baylor,NA,Alicia Andrew,R-So.,"Ridgefield, Wash.",Ridgefield HS,NA,"6' 3""",MB,18,https://baylorbears.com/sports/womens-volleyball/roster/alicia-andrew/12052,2023
51,Baylor,NA,Manuela Bibinbe,Jr.,"Yaounde, Cameroon",Lycée d'Etoug-Ebe,Missouri State West Plains,"6' 3""",MB,20,https://baylorbears.com/sports/womens-volleyball/roster/manuela-bibinbe/12063,2023
51,Baylor,NA,Elise McGhee,Jr.,"San Antonio, Texas",Clark HS,NA,"6' 4""",OH,21,https://baylorbears.com/sports/womens-volleyball/roster/elise-mcghee/12060,2023
51,Baylor,NA,Tehani Ulufatu,Fr.,"San Francisco, Calif.",Marin Catholic HS,NA,"5' 5""",L/DS,26,https://baylorbears.com/sports/womens-volleyball/roster/tehani-ulufatu/12068,2023
52,Bellarmine,8330,Natalie Bland,Freshman,"Aiken, SC",Aiken,NA,"5'10""",Outside,2,https://www.bellarmine.edu/sports/womens-volleyball/roster/natalie-bland/8330,2023
52,Bellarmine,8319,Gabby Brissett,Sophomore,"Coral Springs, FL",Calvary Christian Academy,NA,"5'10""",Right,3,https://www.bellarmine.edu/sports/womens-volleyball/roster/gabby-brissett/8319,2023
52,Bellarmine,8321,Macie Garrison,Senior,"Sellersburg, IN",Silver Creek,Jacksonville State,"5'9""",Setter,4,https://www.bellarmine.edu/sports/womens-volleyball/roster/macie-garrison/8321,2023
52,Bellarmine,8313,Anna Lococo,Senior,"Louisville, KY",Sacred Heart,NA,"5'5""",Defensive,5,https://www.bellarmine.edu/sports/womens-volleyball/roster/anna-lococo/8313,2023
52,Bellarmine,8331,Anna Purichia,Junior,"New Albany, IN",Providence,Eastern Kentucky,"5'10""",Outside,6,https://www.bellarmine.edu/sports/womens-volleyball/roster/anna-purichia/8331,2023
52,Bellarmine,8311,Jayda Harris,Junior,"Benton, KY",McCracken County,U.S. Military Academy,"6'2""",Middle,8,https://www.bellarmine.edu/sports/womens-volleyball/roster/jayda-harris/8311,2023
52,Bellarmine,8332,Maddie Hagan,Freshman,"Louisville, KY",Mercy,NA,"6'1""",Outside/Right,9,https://www.bellarmine.edu/sports/womens-volleyball/roster/maddie-hagan/8332,2023
52,Bellarmine,8317,Bailey Venard,Senior,"Cincinnati, OH",St. Ursula,NA,"5'10""",Outside,11,https://www.bellarmine.edu/sports/womens-volleyball/roster/bailey-venard/8317,2023
52,Bellarmine,8327,Kylie VanHoy,Sophomore,"Loogootee, IN",Loogootee,NA,"5'10""",Setter/Opposite,12,https://www.bellarmine.edu/sports/womens-volleyball/roster/kylie-vanhoy/8327,2023
52,Bellarmine,8318,Hallie Westmeyer,Junior,"Troy, OH",Troy High School,NA,"6'0""",Middle,13,https://www.bellarmine.edu/sports/womens-volleyball/roster/hallie-westmeyer/8318,2023
52,Bellarmine,8309,Morgan Caba,Sophomore,"Georgetown, KY",Great Crossing,NA,"5'6""",Defensive,17,https://www.bellarmine.edu/sports/womens-volleyball/roster/morgan-caba/8309,2023
52,Bellarmine,8315,Ashley Nordmann,Junior,"DeWitt, MI",Lansing Christian High School,NA,"6'0""",Middle,18,https://www.bellarmine.edu/sports/womens-volleyball/roster/ashley-nordmann/8315,2023
52,Bellarmine,8325,Tessa Nauert,Sophomore,"Louisville, KY",Whitefield Academy,NA,"5'4""",Defensive,19,https://www.bellarmine.edu/sports/womens-volleyball/roster/tessa-nauert/8325,2023
52,Bellarmine,8333,MaryAnn O'Toole,Graduate Student,"Louisville, KY",Assumption,Xavier,"6'0""",Outside,21,https://www.bellarmine.edu/sports/womens-volleyball/roster/maryann-o-toole/8333,2023
52,Bellarmine,8334,Jess Schmidt,Freshman,"Glen Ellyn, IL",St. Francis,NA,"6'5""",Middle,23,https://www.bellarmine.edu/sports/womens-volleyball/roster/jess-schmidt/8334,2023
52,Bellarmine,8335,Mara Perry,Senior,"Muncie, IN","Indiana Academy for Science, Mathematics, and Humanities",Virginia Tech,"5'9""",Defensive,24,https://www.bellarmine.edu/sports/womens-volleyball/roster/mara-perry/8335,2023
14927,Belmont,3777,Connie Kofoed,Freshman,"Charlotte, N.C.",Charlotte Christian School,NA,"6'0""",Outside,1,https://www.belmontbruins.com/sports/womens-volleyball/roster/connie-kofoed/3777,2023
14927,Belmont,3628,Rachel McBride,Senior,"Decatur, Ind.",Bellmont HS,NA,"5'7""",Libero/Defensive,2,https://www.belmontbruins.com/sports/womens-volleyball/roster/rachel-mcbride/3628,2023
